TICKER	6m	1y	5y	10y	STATUS
IRM	0.13427752302536497	0.329432930932663	1.388806172727796	3.54534782710774	Passed
JNJ	-0.03134844972124552	0.01207439940985861	0.29538873166290297	1.3674326331455584	Failed
JPM	0.1545984209613324	0.40994521522313276	0.4738760298594484	2.642497985455112	Passed
K	-0.13898928986677642	-0.1451310782061823	-0.008261537342109415	0.34422646337562646	Failed
KEY	-0.10850716424947822	-0.3276790770568015	-0.3680014360790091	0.24799843541822003	Failed
KMI	-0.051749919891764855	0.004532310787025442	0.22058172041368143	-0.24229737034262355	Failed
KKR	0.26562908069992164	0.39751272923894915	1.468393972072886	3.190791473837111	Passed
LVS	-0.19862153063117993	0.07497842722626277	-0.15412151612548203	-0.06698216086088767	Failed
LAZ	-0.02256007025093924	-0.0286416611430684	-0.17501753909520903	0.41984673359494434	Failed
LCII	0.06486001556592848	0.17540973751659994	0.5483094430462851	2.0220343793645132	Passed
LMT	-0.17143635755375541	0.018004915627758775	0.3196697746454663	3.3137533518702122	Failed
L	0.1245441037417264	0.23732025415226843	0.2985280475490719	0.4330301328163221	Failed
LOW	0.014759324586460613	0.03253632150307935	0.9884164311060324	3.93478282501617	Failed
MTB	0.08440496730799628	-0.28876439195110587	-0.1333725845242922	0.4401670695334628	Failed
M	-0.3836988056737432	-0.33640740165569644	-0.5792224515689208	-0.6227388952463743	Failed
MA	0.10416715798410497	0.35731899059695865	0.9182864072896525	5.290146169992161	Passed
MKC	-0.23963733469032447	-0.10349338973940897	0.03534778382644001	1.3948652308605562	Failed
MCD	-0.11318739855799168	0.08804522256446756	0.6737219849471558	2.421935291757826	Failed
MCK	0.20666784996660123	0.29196364896098026	2.474807663945076	2.6553891316018894	Passed
MRK	-0.06273317760340115	0.21798366720015003	0.7847877257186054	2.0774153029423266	Passed
MET	0.05663742349523977	0.0005678741261734223	0.5500030598506793	1.2533714904248932	Failed
TAP	0.15003263606129374	0.29420406450033226	0.07691384143535161	0.46275774310317147	Failed
MCO	0.06701633819347154	0.3081464302259339	1.0622411712067927	4.003692296040091	Passed
MS	-0.028697015270566464	0.0542434473543702	0.9916444185719735	2.7615608443041695	Failed
MOV	0.16610606523913027	0.004045356379174701	-0.13493695952718873	-0.16066860983879605	Failed
NFG	-0.07934284371702913	-0.14113534893030658	0.08214461387112645	0.063276415005468	Failed
NGS	0.2701688555347091	0.26423902894491114	-0.31959798994974875	-0.49721500185666545	Failed
EDU	0.567252974650802	1.3779434850863421	-0.014155548324113202	1.452073477217449	Failed
NKE	-0.18699118926503536	0.1279453066742862	0.27472729420721703	2.003971887450816	Failed
NOC	-0.09639731019998861	-0.1372423514447073	0.42766885935248916	4.343473864019423	Failed
NCLH	0.2729357798165136	0.2906976744186045	-0.6930309734513275	-0.46720000000000006	Failed
NOV	0.05860282294086127	0.037068640160154986	-0.5584413164783366	-0.6976780526384605	Failed
NVS	0.009141907334302882	0.3397364109297335	0.37438666191276604	0.8346163434589148	Failed
NTR	-0.12165477786288777	-0.2704448782645758	0.20866881733269374	0	Failed
OKE	-0.0052532194844374476	0.23425072230823088	0.3187230680082178	1.4970095717642926	Failed
OPY	0.0036055277419212847	0.27923563214358393	0.29450836578707285	1.7321504836546462	Failed
ORCL	0.1552716241138566	0.7663808155704204	1.4180425738531655	2.8510583702995493	Passed
PFE	-0.18383688026513936	-0.18529580414350164	-0.06314307748322158	0.7349104635297493	Failed
PCG	-0.07181328545780975	0.03884795713328869	-0.6765380604796664	-0.5572581404841901	Failed
PSX	0.08341147112374539	0.22819114294102236	0.1409231875214204	1.6290444522563214	Passed
DOC	-0.17594291828159644	-0.1069028804877861	-0.042088790050242915	0.6456538042478529	Failed
PLNT	-0.36627140974967065	-0.2100509114797175	-0.028086482117599527	0	Failed
PNC	0.011348985344335748	-0.16983647214909733	0.033193789790354096	1.1966060000739835	Failed
PKX	0.43367848089638616	1.50292917980379	0.7352991808570157	0.6763037822069629	Passed
PBH	-0.07733585858585856	0.17507537688442212	0.5498409331919407	0.900520156046814	Failed
PG	-0.04155515719321448	0.1900384568393249	0.9962704515193551	1.5328947368421055	Passed
PRU	0.14681419239663054	0.07445042710821419	0.13850992350693903	0.7636359493901604	Failed
PSA	-0.1322590750868579	-0.033020604496745355	0.6283267288133086	1.3630103876851685	Failed
KWR	-0.18286077400148582	0.1400206127803628	-0.18054587966587468	1.3998721946337147	Failed
RTX	-0.28027052007856473	-0.14904983126135046	0.1405377217689532	0.7080813768453006	Failed
RF	-0.07793976468486973	-0.1564197883900487	0.07979502196193257	1.3628354024829794	Failed
RBA	0.17062368766169086	0.12421413405918039	0.9937690901712127	3.040991261217245	Passed
RAD	N/A	N/A	N/A	N/A	Not present in data base.
RCI	-0.18629449550900445	0.04457283451593762	-0.1301365164299925	0.3029048201313179	Failed
CRM	0.07691508699039211	0.379732517133542	0.3372025536854325	2.9250425894378203	Passed
SAP	0.034071764201307385	0.5745342063106446	0.18355177632209368	1.0578402108767508	Failed
SRE	-0.12112801445366721	-0.05702650804821493	0.35596164606027786	1.132742828640325	Failed
SJW	-0.23165029011955426	0.03382901932693243	0.11313611486035514	1.7298768261243194	Failed
SNA	0.14954993555332063	0.27163520506715105	0.6458946744017146	2.2228602062203646	Passed
SNOW	0.09795442064799548	-0.08652198743575104	0	0	Failed
SONY	-0.05897697629579225	0.2493600361391357	0.45550934055620557	3.067655349920333	Failed
SO	-0.08356912938362017	0.05486019895731691	0.8331565166358177	1.5004329670752594	Failed
LUV	-0.13324862129558207	-0.1318648555939898	-0.5374071568647548	0.9770464036445403	Failed
SAVE	-0.010125869770895475	-0.051643919705809886	-0.6051889304727263	-0.49638988069850476	Failed
SPOT	0.2117300724637682	0.8239972730371548	-0.023421340795717206	0	Failed
SUN	0.14032383345160232	0.3307324524469634	1.6213283514642505	2.814626204949717	Passed
SYY	-0.17338985009401944	-0.10390438609977051	-0.005507230807632358	1.5897782952306119	Failed
TSM	-0.001199142702455913	0.3062572781162043	1.4278959232340045	5.537225358196608	Passed
TAL	0.4285714285714286	0.8	-0.6152201795639162	3.477834718145181	Passed
TGT	-0.355822989653662	-0.2911674373080428	0.39620348592162596	1.1922206541798535	Failed
TRP	-0.14181918938472665	-0.12223155242993583	0.09757778200694327	0.35976715257847647	Failed
TU	-0.18066590149109873	-0.1297280466115337	0.17511241599977184	0.6425447989401649	Failed
TEVA	0.016181229773462823	0.11347517730496443	-0.5618604651162791	-0.7291048381530816	Failed
TCS	-0.33647798742138374	-0.6056074766355141	-0.7812043095492395	0	Failed
EL	-0.3934025955152884	-0.3302215949357634	0.10044037311640677	1.314627438357867	Failed
GEO	0.057953144266337936	0.031249999999999972	-0.5254319785835969	-0.24306584797798012	Failed
HSY	-0.24242806776042797	-0.09912198573763778	1.069183550924364	1.6508752210308566	Failed
DIS	-0.1703511053315995	-0.14635652531906135	-0.2628171512780266	0.3967924633160937	Failed
TWI	0.32849740932642485	0.0023455824863175246	0.7459279838753609	-0.15906303091525686	Failed
TJX	0.14388926628673374	0.3931840394608242	0.7196215236498996	2.6007435277986355	Passed
TR	-0.31617863744742414	-0.046145030798647325	0.2269029412825001	0.38611083456271666	Failed
TM	0.24706560092172536	0.2975764287351964	0.4865708181289878	0.6098580800132373	Failed
THS	-0.2102821801314264	-0.10571240971766248	-0.12129032258064518	-0.3985869885192817	Failed
TREX	0.22226855713094237	0.18328623334679045	0.6535966149506345	8.751634421838869	Passed
TSN	-0.18954802308156296	-0.23219379215001928	-0.1259994434995402	0.9766865182727851	Failed
UBER	0.4682488774855677	0.6309226932668329	0	0	Failed
UBS	0.19980483044645028	0.6990375114869861	0.8731812849459909	0	Passed
UGI	-0.3771345223413338	-0.3180342768112178	-0.5471172645106775	-0.2723633127036846	Failed
UAA	-0.26187845303867413	-0.05516265912305524	-0.6560247167868177	-0.6705708297373937	Failed
UL	-0.08378032768818894	0.1526371774492345	0.07645462013787185	0.7815643923579682	Failed
UNFI	-0.4726502311248074	-0.6131675614580391	-0.5348284063880394	-0.795763091153215	Failed
X	0.33931707475350525	0.7732681774245516	0.16795823592036244	0.6719136849460022	Failed
UNH	0.03154830524049171	0.054804575449248064	1.099544853912788	7.375919689739375	Failed
VEEV	0.16431507610265517	0.2639450039196766	1.1379028967768257	0	Passed
VZ	-0.18723819058408198	-0.10087930215410086	-0.26817696595896096	0.07444118609948257	Failed
VFC	-0.21459262732057677	-0.40095920255689044	-0.7751571478580432	-0.5322785374853567	Failed
V	0.04402450212530693	0.2889660243636231	0.6725797192399441	4.291704834146318	Passed
WNC	0.006240468549722675	0.35002824326868776	0.37057875252483424	1.0767960761974646	Failed
WMT	0.04483344856494889	0.23526698699419676	0.8248724479378743	1.6634131057430002	Passed
WFC	0.06396785654414588	-0.02254481141449056	-0.13691755643484432	0.28061599744853133	Failed
WSM	0.34793579081866277	0.3488981424345862	1.8074864075888613	2.616388095254809	Passed
WH	0.01982917333172355	0.08777532401475684	0.4010457050216231	0	Failed
XRX	0.08222933501743906	0.1272827850164084	-0.25804562920977925	-0.23729370767308827	Failed
YUM	-0.08722132781560442	0.11709275348495343	0.4510498429426212	1.8288750805137726	Failed
ZTO	-0.14161144053017097	0.03409878773872298	0.6664296693548932	0	Failed
BUD	-0.1937971239323156	0.1801308872438579	-0.34204623620540126	-0.30819060397056675	Failed
WHD	0.1510945111733879	0.11471446612467391	0.23614229719051447	0	Failed
SCHW	0.053505948186783905	-0.2961865040643713	0.0740048084172432	1.6803165162308646	Failed
CRH	0.1844246953873849	0.7842050242341687	0.9997869620792501	2.0052504642178732	Passed
DOW	-0.05519623281107301	0.19342052170610716	0	0	Failed
LAC	N/A	N/A	N/A	N/A	Not present in data base.
NVO	0.16170265355484553	0.792905062835367	3.5980224310820725	5.588942135755669	Passed
TXT	0.13637203253954785	0.25589773824086137	0.09440331537316463	1.8932833686998662	Passed
UPS	-0.16649821499535086	0.005217882007965022	0.5384182324293729	1.2919883357383357	Failed
601888	N/A	N/A	N/A	N/A	Not present in data base.
600007	N/A	N/A	N/A	N/A	Not present in data base.
600900	N/A	N/A	N/A	N/A	Not present in data base.
601138	N/A	N/A	N/A	N/A	Not present in data base.
600276	N/A	N/A	N/A	N/A	Not present in data base.
600519	N/A	N/A	N/A	N/A	Not present in data base.
600009	N/A	N/A	N/A	N/A	Not present in data base.
2142	N/A	N/A	N/A	N/A	Not present in data base.
2	N/A	N/A	N/A	N/A	Not present in data base.
2415	N/A	N/A	N/A	N/A	Not present in data base.
333	N/A	N/A	N/A	N/A	Not present in data base.
300760	N/A	N/A	N/A	N/A	Not present in data base.
858	N/A	N/A	N/A	N/A	Not present in data base.
NESN	N/A	N/A	N/A	N/A	Not present in data base.
ROG	-0.19694885582093286	-0.45645366060093107	-0.04992972853021673	1.2011996572407884	Failed
AEM	-0.18942186547997544	0.0927637716099487	0.45002089830562964	1.1177487063419766	Failed
AC	-0.042977745785102876	-0.12242988290635023	-0.17087996635731956	0	Failed
ATD	N/A	N/A	N/A	N/A	Not present in data base.
ACB	-0.13351665139016183	-0.5110344827586206	-0.9952120475418693	0	Failed
BNS	-0.08025446434240101	0.0058718288768073645	0.02721189731662753	0.36405437385635686	Failed
BCE	-0.1738500976238229	-0.05252494992244006	0.24188052390586726	0.5256066453005429	Failed
BBD.B	N/A	N/A	N/A	N/A	Not present in data base.
BYD	-0.06027053980105864	0.16047745358090185	0.8977475543908002	3.3571047483549705	Passed
GOOS	-0.23051591657519208	-0.17139479905437363	-0.7538623595505618	0	Failed
CNQ	0.07304085312163701	0.17272376646338433	1.5987103762248889	2.114083343051113	Passed
CU	N/A	N/A	N/A	N/A	Not present in data base.
CWB	0.01949005595384617	0.056750010670266686	0.4934987466655945	1.2474709610180035	Failed
CJT	N/A	N/A	N/A	N/A	Not present in data base.
CSU	N/A	N/A	N/A	N/A	Not present in data base.
DOL	-0.012583392446047833	0.2475456842255745	0.16278849282915797	0.3362711465127579	Failed
ENGH	0.00649999999999995	0.08810810810810805	0	0	Failed
FFH	N/A	N/A	N/A	N/A	Not present in data base.
GWO	N/A	N/A	N/A	N/A	Not present in data base.
OTEX	-0.06469068344028643	0.3753182345476202	0.07930592044968524	1.2616555600366166	Failed
QSR	-0.031293019249552044	0.24357283332411875	0.2696198397755082	0	Failed
RY	-0.1139875826457131	-0.006001077332255983	0.290580571032489	0.9551196093038659	Failed
SHOP	0.1830209481808158	0.9717015803013597	2.684752747252747	0	Passed
SU	0.04864379308324703	0.03400801661087985	0.014783972586344833	0.34684920054342144	Failed
